nk_project_id	description	dt_created	dt_modified	last_modified_by	create_by	is_deleted	_class
5899bcfc-a966-4117-b3b9-d00731b4b342	Phát triển trang web cho phép người dùng xem lịch chiếu, chọn ghế, đặt và thanh toán vé phim trực tuyến.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130335	FALSE	com.kltn.server.model.collection.Project
52303823-bf1a-40e0-b047-a7c9532ef7dc	Phát triển nền tảng thương mại điện tử chuyên về sách, có thể bao gồm quản lý danh mục, tìm kiếm nâng cao, đánh giá sản phẩm và đề xuất cá nhân hóa.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130451	FALSE	com.kltn.server.model.collection.Project
5899bcfc-a966-4117-b3b9-d00731b4b342	Phát triển trang web cho phép người dùng xem lịch chiếu, chọn ghế, đặt và thanh toán vé phim trực tuyến.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130335	FALSE	com.kltn.server.model.collection.Project
f488ec30-bc2e-42f7-9664-916d85afef92	Tạo một trang web chuyên bán các sản phẩm điện tử, với tính năng lọc sản phẩm theo thông số kỹ thuật, so sánh sản phẩm và hỗ trợ khách hàng.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130601	FALSE	com.kltn.server.model.collection.Project
5899bcfc-a966-4117-b3b9-d00731b4b342	Phát triển trang web cho phép người dùng xem lịch chiếu, chọn ghế, đặt và thanh toán vé phim trực tuyến.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130335	FALSE	com.kltn.server.model.collection.Project
a4c8f860-fe6e-47b2-8e7c-fbbd9a578db4	Phát triển website chuyên về cây cảnh, hạt giống và vật tư nông nghiệp. Có thể bao gồm thông tin chi tiết về từng loại cây, hướng dẫn chăm sóc.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	22130001	FALSE	com.kltn.server.model.collection.Project
3614906c-31d7-46d3-a1c7-a7e4bd9c6d16	Tạo cửa hàng trực tuyến chuyên về trang phục, giày dép và dụng cụ thể thao. Bao gồm bộ lọc theo môn thể thao, thương hiệu, và kích cỡ.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130359	FALSE	com.kltn.server.model.collection.Project
f488ec30-bc2e-42f7-9664-916d85afef92	Tạo một trang web chuyên bán các sản phẩm điện tử, với tính năng lọc sản phẩm theo thông số kỹ thuật, so sánh sản phẩm và hỗ trợ khách hàng.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130601	FALSE	com.kltn.server.model.collection.Project
96584a4a-c736-4e90-a639-d61bdc4f5ac3	Phát triển website bán các sản phẩm mỹ phẩm, chăm sóc da/tóc. Có tính năng đánh giá sản phẩm, gợi ý theo loại da/tóc và ưu đãi.	2025-08-03 7:09:49	2025-08-03 7:09:49	2025-08-03 7:09:49	21130371	FALSE	com.kltn.server.model.collection.Project
1026a2df-a7d4-4361-9508-2e2f2d003a39	Tạo một thị trường online cho các sản phẩm thủ công, đồ tự làm (DIY). Tập trung vào cộng đồng người bán và người mua, và các tùy chỉnh sản phẩm.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130279	FALSE	com.kltn.server.model.collection.Project
07c86b0d-d800-428f-b80c-0d3c28355e05	Xây dựng website để tìm kiếm, đăng ký và mua vé cho các sự kiện, hội thảo, workshop. Có tính năng quản lý sự kiện cho ban tổ chức.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	20130224	FALSE	com.kltn.server.model.collection.Project
a4c8f860-fe6e-47b2-8e7c-fbbd9a578db4	Phát triển website chuyên về cây cảnh, hạt giống và vật tư nông nghiệp. Có thể bao gồm thông tin chi tiết về từng loại cây, hướng dẫn chăm sóc.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	22130001	FALSE	com.kltn.server.model.collection.Project
f488ec30-bc2e-42f7-9664-916d85afef92	Tạo một trang web chuyên bán các sản phẩm điện tử, với tính năng lọc sản phẩm theo thông số kỹ thuật, so sánh sản phẩm và hỗ trợ khách hàng.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130601	FALSE	com.kltn.server.model.collection.Project
1472acd0-631c-48bb-8996-18307df6c002	Xây dựng hệ thống cho phép người dùng đặt đồ ăn từ các nhà hàng đối tác, bao gồm chọn món, giỏ hàng, thanh toán và theo dõi đơn hàng.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130363	FALSE	com.kltn.server.model.collection.Project
1472acd0-631c-48bb-8996-18307df6c002	Xây dựng hệ thống cho phép người dùng đặt đồ ăn từ các nhà hàng đối tác, bao gồm chọn món, giỏ hàng, thanh toán và theo dõi đơn hàng.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130363	FALSE	com.kltn.server.model.collection.Project
1026a2df-a7d4-4361-9508-2e2f2d003a39	Tạo một thị trường online cho các sản phẩm thủ công, đồ tự làm (DIY). Tập trung vào cộng đồng người bán và người mua, và các tùy chỉnh sản phẩm.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130279	FALSE	com.kltn.server.model.collection.Project
96584a4a-c736-4e90-a639-d61bdc4f5ac3	Phát triển website bán các sản phẩm mỹ phẩm, chăm sóc da/tóc. Có tính năng đánh giá sản phẩm, gợi ý theo loại da/tóc và ưu đãi.	2025-08-03 7:09:49	2025-08-03 7:09:49	2025-08-03 7:09:49	21130371	FALSE	com.kltn.server.model.collection.Project
3614906c-31d7-46d3-a1c7-a7e4bd9c6d16	Tạo cửa hàng trực tuyến chuyên về trang phục, giày dép và dụng cụ thể thao. Bao gồm bộ lọc theo môn thể thao, thương hiệu, và kích cỡ.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130359	FALSE	com.kltn.server.model.collection.Project
1026a2df-a7d4-4361-9508-2e2f2d003a39	Tạo một thị trường online cho các sản phẩm thủ công, đồ tự làm (DIY). Tập trung vào cộng đồng người bán và người mua, và các tùy chỉnh sản phẩm.	2025-08-03 7:09:48	2025-08-03 7:09:48	2025-08-03 7:09:48	21130279	FALSE	com.kltn.server.model.collection.Project
1472acd0-631c-48bb-8996-18307df6c002	Xây dựng hệ thống cho phép người dùng đặt đồ ăn từ các nhà hàng đối tác, bao gồm chọn món, giỏ hàng, thanh toán và theo dõi đơn hàng.	2025-08-03 7:09:47	2025-08-03 7:09:47	2025-08-03 7:09:47	21130363	FALSE	com.kltn.server.model.collection.Project
